concordances	Lemma form	Annotations	
2005) " A partire da ' Il sesto senso ' ha < preso >  forma  un nuovo filone paranormale familiare 	prendere forma	1	
Hanno votato sì 152 Hanno votato no 221). < Prendo >  atto  che l' onorevole Grillo non è riuscito 	prendere atto	1	
Allo stato dei fatti, ed in attesa di poter < prendere >  visione  dei nuovi emendamenti che il relatore 	prendere visione	1	
conduce alla " terra promessa "; il nobile si < prende >  cura  del basso, del servitore, del Malkuth 	prendere cura	1	
 sugli intenti del teatro: sempre di più < prende >  piede  , sulla spinta del pensiero illuminista 	prendere piede	1	
 nel mondo sofferente, quando nessuno si < prende >  cura  di te, tu concludi: « Ecco che Dio 	prendere cura	1	
ad una rete stabile di riconoscimenti che < prendono >  forma  in uno spazio sociale, è avanzata 	prendere forma	1	
 del XIX secolo i maltesi cominciarono a < prendere >  coscienza  della propria identità e a lottare 	prendere coscienza	1	
formata. Come tutte le cose nuove, direi. Ma < prende >  forma  e parte con strumenti moderni come 	prendere forma	1	
solo per ricordare le vittime, ma anche per < prendere >  impegni  dei quali i familiari e i cittadini 	prendere impegni	0	
partire da " Ombre rosse ", fra l' altro, < prende >  consistenza  l' immagine che lo ha sempre 	prendere consistenza	0	
maggioranza del Partito socialista (che ha < preso >  posizione  dopo un infuocato dibattito interno 	prendere posizione	1	
alterazione delle rocce vulcaniche hanno < preso >  origine  nel corso dei secoli questi terreni 	prendere origine	1	
 hanno fatto sÏ che il tribunale potesse < prendere >  visione  del ricorso solo il giorno dopo 	prendere visione	1	
parte delle economie europee. Va, altresì, < preso >  atto  con soddisfazione dell' impegno profuso 	prendere atto	1	
bisogno che qualcuno, temporaneamente, si < prenda >  cura  di loro. I Servizi sociali sono impegnati 	prendere cura	1	
 giovane magistrato ha una certezza deve < prendere >  casa  in affitto. Paradossalmente a causa 	prendere casa	0	
questa piccola comunità, ti chiediamo solo di < prendere >  visione  delle condizioni generali d' utilizzo 	prendere visione	1	
trattato, gli Stati membri possono mantenere o < prendere >  provvedimenti  per una protezione ancora 	prendere provvedimenti	0	
arano con i buoi e l' aratro tradizionale < prendendo >  acqua  da pozzi, buchi in terra, attorno 	prendere acqua	0	
Musei di San Salvatore in Lauro, al quale < prenderanno >  parte  rappresentanti dei rifugiati e degli 	prendere parte	1	
della ricerca e soccorso. All' evento hanno < preso >  parte  S.E. l' Ambasciatore d' Italia Attilio 	prendere parte	1	
giusta è prima Kenya, tanto per cominciare a < prendere >  confidenza  con la superba natura africana 	prendere confidenza	1	
discriminazioni razziali nei loro affari interni; 11. < prende >  atto  della decisione degli Stati membri 	prendere atto	1	
di grande attualità. " Nel luglio del'70 < prendono >  avvio  i moti per Reggio capoluogo della 	prendere avvio	1	
 campo economico e sociale. Cominciava a < prendere >  forma  e sostanza in quell' inizio degli 	prendere forma	1	
assegnate, per competenza, alla Commissione. < Prende >  atto  la Commissione. IN SEDE CONSULTIVA 	prendere atto	1	
 ministero dell' Economia al quale hanno < preso >  parte  oltre ai ministri Giulio Tremonti 	prendere parte	1	
oppure in Piazza Duomo 21 (si consiglia di < prendere >  appuntamento  ) tel. 0288467760 (il modulo 	prendere appuntamento	0	
anni fa il governo era stato costretto a < prendere >  atto  del dilagare di una pratica introdotta 	prendere atto	1	
 o una PSP (che ancora deve cominciare a < prendere >  piede  nei negozi italiani), sicuramente 	prendere piede	1	
aziende del Consorzio Manitalia che hanno < preso >  parte  a questa promozione in Manitoba sono 	prendere parte	1	
di decidere per la propria struttura, ma < prendesse >  parte  a realizzare il disegno di una rete 	prendere parte	1	
illecito contestato. Nello stesso tempo, pur < prendendo >  atto  dell' intervenuta modifica del capo 	prendere atto	1	
interrogarci sul fatto che Jospen non abbia < preso >  voti  ... forse conviene cercare di capire 	prendere voti	1	
poppa e giratevi su voi stessi in modo da < prendere >  confidenza  con le reazioni della tavola 	prendere confidenza	1	
nel suo ciclo di romanzi su Camelot, che < prende >  spunto  dalla genesi " romana " del mito 	prendere spunto	1	
Nessun componente dell' organo collegiale può < prendere >  parte  alla discussione e al voto sulle  	prendere parte	1	
degli aventi diritto che ha effettivamente < preso >  parte  al voto. 11 Conteggio dei voti L' 	prendere parte	1	
parallelo, la storia comincia a fermentare e a < prendere >  forma  . D. Da frequentatore professionale 	prendere forma	1	
Questura di Trapani che il sig. Barbara " potrà < prendere >  visione  degli atti richiesti ... e, soddisfatte 	prendere visione	1	
». Sono stati ben 36 i bambini che hanno < preso >  parte  alla sfilata. Il più piccolo aveva 	prendere parte	1	
 che questa variazione è più pronunciata < prendi >  provvedimenti  . Segnala questo messaggio 	prendere provvedimenti	0	
del libro in cui le storie dei personaggi < prendono >  forma  e si delineano i sentieri dei loro 	prendere forma	1	
della vicina Austria. Dove, dice, abbiamo < preso >  lucciole  per lanterne, non capendo che  	prendere lucciole	0	
nonviolenza. Chiediamo al parlamento italiano di < prendere >  coscienza  della necessita' e dell' urgenza 	prendere coscienza	1	
il diritto di voto. Il senatore BISCARDI < prende >  atto  della risposta, dichiarandosi parzialmente 	prendere atto	1	
sistema costituzionale. In quel libro egli non < prese >  posizione  rispetto alla disputa allora  	prendere posizione	1	
desolante la situazione della Parmalat e ne ha < preso >  atto  anche Enrico Bondi nella relazione 	prendere atto	1	
Hanno votato sì 87 Hanno votato no 261). < Prendo >  atto  che l' onorevole Mazzoni non è riuscita 	prendere atto	1	
delle autonomie locali; il secondo è che < prende >  piede  in maniera sempre più forte il cosiddetto 	prendere piede	1	
caratteristiche. Queste ultime lezioni hanno < preso >  spunto  in particolare dal testo di Gareth 	prendere spunto	1	
 allora, nel momento in cui si chiede di < prendere >  atto  di una situazione che sembrerebbe  	prendere atto	1	
chiara. Una Corte suprema conservatrice ne ha < preso >  atto  vietando, sebbene di stretta misura 	prendere atto	1	
o in fonderia, mentre il corteo inizia a < prendere >  forma  dietro lo striscione « No alla legge 	prendere forma	1	
invitiamo all' ampio dibattito filosofico che < prende >  spunto  dalla moviola e da uno dei principali 	prendere spunto	1	
nazionali le linee di sviluppo e le politiche < prendono >  forma  a livello di organizzazioni internazionali 	prendere forma	1	
modo efficiente dobbiamo necessariamente < prendere >  atto  del fatto che essa è strettamente  	prendere atto	1	
ottenere informazioni 18 % alza la cornetta per < prendere >  accordi  , nella maggior parte dei casi  	prendere accordi	0	
incredibile che conosco Il Consiglio Provinciale < Presa >  visione  della proposta di Piano Sanitario 	prendere visione	1	
e che certamente erano stati costretti a < prender >  parte  alla congiura con la violenza e le 	prendere parte	1	
illeciti - che il Governo dimostra d' avere. Ne < prendiamo >  atto  e ci riserviamo di fare ricorso nelle 	prendere atto	1	
pensionistico obbligatorio e complementare; - < preso >  atto  delle importanti modificazioni apportate 	prendere atto	1	
proprie ragioni nei confronti del governo, < prendono >  provvedimenti  che non hanno uguali nel  	prendere provvedimenti	1	
 Sarà ... Intanto le nostre atlete hanno < preso >  confidenza  con la bella vasca del centro 	prendere confidenza	1	
autocisterna con 40 mila litri di gpl ha < preso >  fuoco  dopo un incidente con un altro tir 	prendere fuoco	0	
direttivo nella sua prima riunione e questo ne < prende >  atto  . Le dimissioni non possono comunque 	prendere atto	1	
Rileggevo il volumetto di Cassano mentre < prendevo >  parte  a Barcellona all' assemblea di Fedenatur 	prendere parte	1	
distribuzione. Il Ministero dell' Economia ha < preso >  atto  con viva sorpresa del II documento 	prendere atto	1	
nel nostro cammino di coppia ». « Tutto ha < preso >  avvio  - prosegue - da un campo estivo per 	prendere avvio	1	
Farneticherà pure, ma i voti li prende. " Ma dove < prende >  voti  , questa destra? Non nei settori più 	prendere voti	1	
sempre parole!). E così vorrei una scuola che < prendesse >  atto  della società così come è, e che da 	prendere atto	1	
 sequestrato dai CC. di Torino nel 1982. < Prendo >  atto  altresì ... che io, unitamente a PETRONE 	prendere atto	1	
 una sede informale e non ufficiale. Non < prende >  decisioni  che abbiano valore giuridico. 	prendere decisioni	1	
al programma di scambio banner dopo aver < preso >  visione  del seguente regolamento, riempiendo 	prendere visione	1	
anziché la polemica di alcuni. Dobbiamo tutti < prendere >  atto  che si è al di fuori della ragione 	prendere atto	1	
 la propria responsabilità: d 1) Di aver < preso >  conoscenza  e di accettare in tutto le condizioni 	prendere conoscenza	0	
evitare ... BRAVO! Grande Topic! Non volevo < prendere >  posizione  per non creare problemi, ma visto 	prendere posizione	1	
quello che accade. Ci alleneremo quindi a < prendere >  confidenza  e giocare con il povero piccolo 	prendere confidenza	1	
verità 27. Nonostante ciò, il nostro Paolo si < prese >  cura  di parlare e correggere costoro, per 	prendere cura	1	
 complicità nei confronti del potere che < prende >  spunto  dal suo reportage di una dozzina 	prendere spunto	1	
Consiglio Generale che in precedenza aveva < preso >  atto  delle dimissioni di Fabio Nuccio dalla 	prendere atto	1	
chiamarono leggi Tremonti. [applausi] L' economia < prese >  respiro  , fiducia ed entusiasmo conquistarono 	prendere respiro	1	
Quindi, trova il vero significato della vita < prendendoti >  cura  degli altri, e metti lo spirito vitale 	prendere cura	1	
sono numeri senza senso. Ma quanti hanno < preso >  coscienza  della situazione, quanti hanno 	prendere coscienza	1	
 non era ancora chiaro se l' MDC avrebbe < preso >  parte  alle elezioni previste per marzo  	prendere parte	1	
al Ministro le richieste testé avanzate. < Prende >  atto  la Commissione. La seduta termina  	prendere atto	1	
PRESIDENTE. Onorevoli colleghi, vi prego di < prendere >  posto  . Credo che questo atteggiamento  	prendere posto	1	
Posted by: Gabriele on 16.07.04 08:13 Ho < preso >  spunto  da questi commenti per il mio post 	prendere spunto	1	
Hanno votato sì 166 Hanno votato no 199). < Prendo >  atto  che l' onorevole Perrotta non è riuscito 	prendere atto	1	
Hanno votato sì 162 Hanno votato no 225). < Prendo >  atto  che l' onorevole Santori non è riuscito 	prendere atto	1	
KZrGe.21436$B6.561978@twister1.libero.it Per chi avesse < preso >  parte  alla discussione di pari oggetto  	prendere parte	1	
 casa, signora Venzi. - Prende moglie? - < Prendo >  moglie  ... pur troppo! Fu una sorpresa  	prendere moglie	1	
trasferimenti e la mobilità interna ", art. 11; · < presa >  visione  degli atti della procedura comparativa 	prendere visione	1	
la benzina che cola sul collettore e non < prende >  fuoco  ! ... che sedere che ha il protagonista 	prendere fuoco	0	
 giro delle presentazioni, alla quale ho < preso >  parte  anch' io, gli operatori del Calamaio 	prendere parte	1	
interessava tutta la clientela. Il Garante, pur < prendendo >  atto  delle ragioni addotte dalla società 	prendere atto	1	
, dal leader. Alla riunione hanno quindi < preso >  parte  i capigruppo di Camera e Senato Gian 	prendere parte	1	
fianco al senatore Borea. PRESIDENTE. Ne < prendo >  atto  , senatore Petrini. Metto ai voti  	prendere atto	1	
Gubbio, Orfeo Goracci, per avermi invitato a < prendere >  parte  alla commemorazione odierna. Saluto 	prendere parte	1	
Salerno, " Prima leggere e poi scrivere ", ha < preso >  spunto  , a Napoli, un dibatitto sull' attualità 	prendere spunto	1	
le istituzioni debbano avere il potere di < prendere >  decisioni  sulla loro organizzazione ed  	prendere decisioni	1	
insieme a CNR, IRRSAE e Associazione AREA; vi < prendono >  parte  quasi 700 operatori convenuti da  	prendere parte	1	
mediante la sua opera di interpretazione, a < prendere >  parte  attiva alla costruzione del testo 	prendere parte	1	
dovranno, a pena di decadenza del beneficio, < prendere >  possesso  dei posti alla data comunicata 	prendere possesso	0	
 minori, di cui il Comune ogni anno deve < prendersi >  carico  con una spesa onerosa che, solo  	prendere carico	1	
 club, il TuttaMarano, gli ha chiesto di < prendere >  parte  alla trasferta. Il sodalizio friulano 	prendere parte	1	
invitarmi ha un gran ballo al Castello Visconti. < Prendo >  tempo  per saperne di più e nel pomeriggio 	prendere tempo	1	
 maggioranza, hanno avuto il coraggio di < prendere >  posizioni  nette e senza distinguo, senza 	prendere posizioni	1	
 delle gare, non hanno la possibilità di < prendere >  confidenza  con le piste e le nevi diverse 	prendere confidenza	1	
 Schumy ... Intanto Coulthard che non ha < preso >  parte  ai test di Monza per una irritazione 	prendere parte	1	
milanese Caretti & associati, escono di scena < prendendo >  atto  di di non avere concretizzato nessuna 	prendere atto	1	
quindi, di cui il Tribunale di Varese ha < preso >  atto  . « Nell' ordinanza del giudice   	prendere atto	1	
importanti programmi televisivi, il sistema farà < prendere >  vita  anche al concetto di video-blogging 	prendere vita	1	
pubblica per l' anno 2004. La Commissione < prende >  atto  . Ad una domanda del senatore CADDEO 	prendere atto	1	
adottato come figlio, e subito cominciò a < prendere >  provvedimenti  per arginare la difficile 	prendere provvedimenti	0	
